二级市,三级区县,四级镇街,lat,lng,详细地址
惠州市,龙门县,龙潭镇,23.717661,114.12099,龙门县龙潭镇
江门市,开平市,龙胜镇,22.542207,112.465735,开平市龙胜镇
江门市,鹤山市,龙口镇,22.77368,112.918367,鹤山市龙口镇
广州市,荔湾区,龙津街道,23.128679,113.254834,荔湾区龙津街道
佛山市,顺德区,龙江镇,22.873812,113.074397,顺德区龙江镇
惠州市,龙门县,龙江镇,23.612523,114.301636,龙门县龙江镇
惠州市,博罗县,龙华镇,23.194296,114.109236,博罗县龙华镇
惠州市,龙门县,龙华镇,23.61657,114.203743,龙门县龙华镇
深圳市　,龙华新区,龙华街道,22.698884,114.047887,龙华新区龙华街道
深圳市　,龙岗区,龙岗街道,22.726445,114.279297,龙岗区龙岗街道
肇庆市,四会市,龙甫镇,23.377511,112.725205,四会市龙甫镇
广州市,海珠区,龙凤街道,23.100689,113.26213,海珠区龙凤街道
惠州市,惠城区,龙丰街道,23.081371,114.392223,惠城区龙丰街道
广州市,天河区,龙洞街道,23.206839,113.376649,天河区龙洞街道
惠州市,龙门县,龙城街道,23.733891,114.257754,龙门县龙城街道
深圳市　,龙岗区,龙城街道,22.708432,114.229695,龙岗区龙城街道
广州市,越秀区,六榕街道,23.136158,113.266789,越秀区六榕街道
广州市,越秀区,流花街道,23.1543,113.269232,越秀区流花街道
广州市,荔湾区,岭南街道,23.11597,113.254194,荔湾区岭南街道
广州市,天河区,林和街道,23.151739,113.329149,天河区林和街道
广州市,天河区,猎德街道,23.119899,113.344886,天河区猎德街道
东莞市,,寮步镇,23.003838,113.881157,寮步镇
惠州市,惠东县,梁化镇,23.115864,114.682798,惠东县梁化镇
肇庆市,怀集县,梁村镇,23.957321,112.031585,怀集县梁村镇
江门市,恩平市,良西镇,22.319481,112.351178,恩平市良西镇
广州市,从化区,良口镇,23.724903,113.741297,从化区良口镇
惠州市,惠阳区,良井镇,23.012386,114.580785,惠阳区良井镇
广州市,黄埔区,联和街,23.196931,113.447545,黄埔区联和街
珠海市,斗门区,莲洲镇,22.321023,113.214677,斗门区莲洲镇
肇庆市,高要区,莲塘镇,22.955212,112.471374,高要区莲塘镇
深圳市　,罗湖区,莲塘街道,22.57033,114.17545,罗湖区莲塘街道
肇庆市,鼎湖区,莲花镇,23.270032,112.692881,鼎湖区莲花镇
深圳市　,福田区,莲花街道,22.550555,114.051625,福田区莲花街道
肇庆市,封开县,莲都镇,23.604287,111.836239,封开县莲都镇
肇庆市,怀集县,连麦镇,24.053612,112.17302,怀集县连麦镇
广州市,黄埔区,荔联街道,23.119237,113.550466,黄埔区荔联街道
广州市,增城区,荔城街道,23.299134,113.830051,增城区荔城街道
惠州市,惠城区,沥林镇,22.982073,114.244717,惠城区沥林镇
佛山市,南海区,里水镇,23.204815,113.17069,南海区里水镇
江门市,江海区,礼乐街道,22.535154,113.096369,江海区礼乐街道
香港,,离岛区,22.177454,114.268122,离岛区
肇庆市,怀集县,冷坑镇,24.040644,112.054657,怀集县冷坑镇
佛山市,顺德区,勒流街道,22.85581,113.14422,顺德区勒流街道
佛山市,三水区,乐平镇,23.272486,113.028599,三水区乐平镇
佛山市,顺德区,乐从镇,22.964191,113.095696,顺德区乐从镇
肇庆市,高要区,乐城镇,23.359486,112.345984,高要区乐城镇
广州市,南沙区,榄核镇,22.843928,113.349505,南沙区榄核镇
肇庆市,怀集县,蓝钟镇,24.080814,111.966554,怀集县蓝钟镇
惠州市,龙门县,蓝田瑶族乡,23.870872,114.23851,龙门县蓝田瑶族乡
深圳市　,大鹏新区,葵涌街道,22.600542,114.481623,大鹏新区葵涌街道
香港,,葵青区,22.374096,114.147568,葵青区
广州市,越秀区,矿泉街道,23.168947,113.253504,越秀区矿泉街道
深圳市　,坪山新区,坑梓街道,22.749378,114.377272,坪山新区坑梓街道
肇庆市,广宁县,坑口镇,23.790854,112.420955,广宁县坑口镇
肇庆市,鼎湖区,坑口街道,23.157782,112.564793,鼎湖区坑口街道
江门市,恩平市,君堂镇,22.316516,112.442451,恩平市君堂镇
广州市,白云区,均禾街道,23.262275,113.276018,白云区均禾街道
佛山市,顺德区,均安镇,22.720747,113.152092,顺德区均安镇
肇庆市,德庆县,九市镇,23.134856,111.986955,德庆县九市镇
广州市,黄埔区,九龙镇,23.361053,113.524574,黄埔区九龙镇
香港,,九龙城区,22.324015,114.173691,九龙城区
佛山市,南海区,九江镇,22.836815,112.999926,南海区九江镇
肇庆市,四会市,迳口镇,23.508505,112.833974,四会市迳口镇
广州市,白云区,景泰街道,23.174194,113.278674,白云区景泰街道
珠海市,斗门区,井岸镇,22.215427,113.30407,斗门区井岸镇
广州市,白云区,京溪街道,23.187834,113.335236,白云区京溪街道
肇庆市,封开县,金装镇,23.809889,111.876925,封开县金装镇
广州市,白云区,金沙街道,23.165651,113.219995,白云区金沙街道
肇庆市,高要区,金利镇,23.090086,112.789568,高要区金利镇
江门市,开平市,金鸡镇,22.163822,112.49583,开平市金鸡镇
广州市,荔湾区,金花街道,23.133502,113.256192,荔湾区金花街道
肇庆市,高要区,金渡镇,23.042787,112.521559,高要区金渡镇
广州市,从化区,街口街道,23.550393,113.598027,从化区街口街道
肇庆市,高要区,蛟塘镇,22.898737,112.614052,高要区蛟塘镇
肇庆市,广宁县,江屯镇,23.72816,112.639374,广宁县江屯镇
广州市,从化区,江埔街道,23.546433,113.60552,从化区江埔街道
广州市,海珠区,江南中街道,23.098676,113.277705,海珠区江南中街道
惠州市,惠城区,江南街道,23.110377,114.39653,惠城区江南街道
江门市,江海区,江南街道,22.584628,113.104551,江海区江南街道
肇庆市,封开县,江口镇,23.435261,111.517861,封开县江口镇
广州市,海珠区,江海街道,23.096182,113.323464,海珠区江海街道
肇庆市,四会市,江谷镇,23.508496,112.66692,四会市江谷镇
广州市,白云区,江高镇,23.296217,113.24125,白云区江高镇
肇庆市,封开县,江川镇,23.413627,111.495351,封开县江川镇
惠州市,惠城区,江北街道,23.116117,114.421047,惠城区江北街道
广州市,越秀区,建设街道,23.140577,113.290483,越秀区建设街道
澳门,,嘉模堂区,22.156497,113.570576,嘉模堂区
广州市,白云区,嘉禾街道,23.256595,113.294632,白云区嘉禾街道
惠州市,惠东县,吉隆镇,22.806287,114.930162,惠东县吉隆镇
深圳市　,龙岗区,吉华街道,22.657484,114.118899,龙岗区吉华街道
珠海市,香洲区,吉大街道,22.253803,113.582589,香洲区吉大街道
肇庆市,高要区,活道镇,22.868956,112.417912,高要区活道镇
惠州市,惠城区,惠环街道,23.041738,114.379201,惠城区惠环街道
江门市,新会区,会城街道,22.518613,113.039255,新会区会城街道
肇庆市,德庆县,回龙镇,23.195356,111.701178,德庆县回龙镇
肇庆市,高要区,回龙镇,22.938647,112.641349,高要区回龙镇
肇庆市,四会市,黄田镇,23.424246,112.545923,四会市黄田镇
广州市,白云区,黄石街道,23.217891,113.290551,白云区黄石街道
中山市,,黄圃镇,22.716774,113.345798,黄圃镇
广州市,黄埔区,黄埔街道,23.101057,113.453599,黄埔区黄埔街道
东莞市,,黄江镇,22.921615,114.009988,黄江镇
广州市,越秀区,黄花岗街道,23.140375,113.305383,越秀区黄花岗街道
广州市,南沙区,黄阁镇,22.827949,113.522013,南沙区黄阁镇
肇庆市,端州区,黄岗街道,23.064821,112.507303,端州区黄岗街道
香港,,黄大仙区,22.347055,114.216266,黄大仙区
广州市,天河区,黄村街道,23.132881,113.414534,天河区黄村街道
惠州市,惠东县,黄埠镇,22.75406,114.970037,惠东县黄埠镇
深圳市　,罗湖区,黄贝街道,22.559753,114.156378,罗湖区黄贝街道
江门市,蓬江区,环市街道,22.596344,113.086031,蓬江区环市街道
肇庆市,怀集县,怀城镇,23.920146,112.196823,怀集县怀城镇
广州市,番禺区,化龙镇,23.046589,113.460116,番禺区化龙镇
广州市,海珠区,华洲街道,23.080664,113.351426,海珠区华洲街道
深圳市　,福田区,华强北街道,22.553182,114.094049,福田区华强北街道
广州市,荔湾区,华林街道,23.123652,113.249948,荔湾区华林街道
广州市,越秀区,华乐街道,23.147619,113.292418,越秀区华乐街道
深圳市　,福田区,华富街道,22.559293,114.076239,福田区华富街道
广州市,花都区,花山镇,23.442375,113.279853,花都区花山镇
广州市,花都区,花东镇,23.442585,113.332529,花都区花东镇
澳门,,花地玛堂区（北区）,22.213445,113.55814,花地玛堂区（北区）
广州市,荔湾区,花地街道,23.104729,113.240762,荔湾区花地街道
广州市,花都区,花城街,23.385615,113.22006,花都区花城街
东莞市,,虎门镇,22.820653,113.679324,虎门镇
惠州市,博罗县,湖镇镇,23.253587,114.157608,博罗县湖镇镇
东莞市,,厚街镇,22.941392,113.676673,厚街镇
广州市,越秀区,洪桥街道,23.140081,113.277747,越秀区洪桥街道
东莞市,,洪梅镇,23.000649,113.61544,洪梅镇
广州市,黄埔区,红山街道,23.100471,113.481704,黄埔区红山街道
珠海市,金湾区,红旗镇,22.144636,113.352345,金湾区红旗镇
肇庆市,广宁县,横山镇,23.541491,112.383613,广宁县横山镇
珠海市,香洲区,横琴镇,22.119804,113.553884,香洲区横琴镇
东莞市,,横沥镇,23.024957,113.973051,横沥镇
广州市,南沙区,横沥镇,22.737826,113.492975,南沙区横沥镇
惠州市,惠城区,横沥镇,23.175254,114.622599,惠城区横沥镇
中山市,,横栏镇,22.529541,113.272292,横栏镇
惠州市,博罗县,横河镇,23.346595,114.130438,博罗县横河镇
深圳市　,龙岗区,横岗街道,22.64774,114.204892,龙岗区横岗街道
江门市,恩平市,横陂镇,22.043016,112.334453,恩平市横陂镇
广州市,白云区,鹤龙街,23.231128,113.280348,白云区鹤龙街
江门市,鹤山市,鹤城镇,22.63957,112.829984,鹤山市鹤城镇
江门市,蓬江区,荷塘镇,22.659089,113.142948,蓬江区荷塘镇
佛山市,高明区,荷城街道,22.90624,112.883427,高明区荷城街道
肇庆市,高要区,河台镇,23.356674,112.291363,高要区河台镇
惠州市,惠城区,河南岸街道,23.079641,114.425938,惠城区河南岸街道
肇庆市,封开县,河儿口镇,23.521608,111.80369,封开县河儿口镇
深圳市　,宝安区,航城街道,22.634529,113.848431,宝安区航城街道
广州市,海珠区,海幢街道,23.110247,113.267638,海珠区海幢街道
江门市,台山市,海宴镇,21.831582,112.565085,台山市海宴镇
深圳市　,盐田区,海山街道,22.556846,114.243193,盐田区海山街道
广州市,荔湾区,海龙街道,23.078436,113.219512,荔湾区海龙街道
深圳市　,罗湖区,桂园街道,22.551008,114.119353,罗湖区桂园街道
珠海市,香洲区,桂山镇,22.143429,113.831196,香洲区桂山镇
佛山市,南海区,桂城街道,23.041431,113.203992,南海区桂城街道
肇庆市,鼎湖区,桂城街道,23.192152,112.593473,鼎湖区桂城街道
肇庆市,鼎湖区,广利街道,23.188558,112.624217,鼎湖区广利街道
江门市,台山市,广海镇,21.975071,112.8043,台山市广海镇
广州市,越秀区,光塔街道,23.128695,113.267973,越秀区光塔街道
深圳市　,光明新区,光明街道,22.754413,113.942728,光明新区光明街道
东莞市,,莞城街道,23.05972,113.757494,莞城街道
广州市,海珠区,官洲街道,23.089134,113.377661,海珠区官洲街道
肇庆市,德庆县,官圩镇,23.249988,111.800787,德庆县官圩镇
惠州市,博罗县,观音阁镇,23.408005,114.605165,博罗县观音阁镇
香港,,观塘区,22.324503,114.222382,观塘区
深圳市　,龙华新区,观澜街道,22.713653,114.065237,龙华新区观澜街道
深圳市　,龙华新区,观湖街道,22.710747,114.051237,龙华新区观湖街道
中山市,,古镇镇,22.618673,113.196999,古镇镇
肇庆市,广宁县,古水镇,23.676598,112.310765,广宁县古水镇
江门市,鹤山市,古劳镇,22.832621,112.959127,鹤山市古劳镇
江门市,新会区,古井镇,22.356121,113.121011,新会区古井镇
江门市,鹤山市,共和镇,22.585299,112.890399,鹤山市共和镇
珠海市,香洲区,拱北街道,22.223756,113.544809,香洲区拱北街道
惠州市,博罗县,公庄镇,23.545892,114.396597,博罗县公庄镇
深圳市　,光明新区,公明街道,22.76616,113.921802,光明新区公明街道
佛山市,高明区,更合镇,22.81315,112.553267,高明区更合镇
惠州市,惠东县,高潭镇,23.191702,115.316238,惠东县高潭镇
肇庆市,德庆县,高良镇,23.281642,111.953301,德庆县高良镇
东莞市,,高埗镇,23.097245,113.752358,高埗镇
中山市,,港口镇,22.591756,113.39153,港口镇
肇庆市,怀集县,岗坪镇,23.993585,111.984865,怀集县岗坪镇
肇庆市,怀集县,甘洒镇,23.958138,112.341897,怀集县甘洒镇
中山市,,阜沙镇,22.672922,113.356417,阜沙镇
深圳市　,宝安区,福永街道,22.676476,113.829366,宝安区福永街道
惠州市,博罗县,福田镇,23.221359,113.977326,博罗县福田镇
深圳市　,福田区,福田街道,22.53041,114.071524,福田区福田街道
深圳市　,宝安区,福海街道,22.694314,113.812703,宝安区福海街道
深圳市　,龙华新区,福城街道,22.70461,114.058989,龙华新区福城街道
深圳市　,福田区,福保街道,22.525075,114.055029,福田区福保街道
广州市,海珠区,凤阳街道,23.082872,113.294706,海珠区凤阳街道
肇庆市,鼎湖区,凤凰镇,23.207107,112.572504,鼎湖区凤凰镇
广州市,天河区,凤凰街道,23.204427,113.393115,天河区凤凰街道
深圳市　,光明新区,凤凰街道,22.737432,113.927868,光明新区凤凰街道
东莞市,,凤岗镇,22.75306,114.143323,凤岗镇
肇庆市,怀集县,凤岗镇,24.003959,112.367097,怀集县凤岗镇
肇庆市,德庆县,凤村镇,23.238536,112.110443,德庆县凤村镇
广州市,荔湾区,逢源街道,23.129237,113.249366,荔湾区逢源街道
澳门,,风顺堂区,22.194163,113.548163,风顺堂区
江门市,恩平市,恩城街道,22.186869,112.323318,恩平市恩城街道
惠州市,惠东县,多祝镇,23.034205,114.956783,惠东县多祝镇
广州市,荔湾区,多宝街道,23.118634,113.247011,荔湾区多宝街道
江门市,台山市,端芬镇,22.056635,112.762616,台山市端芬镇
江门市,蓬江区,杜阮镇,22.609933,113.019086,蓬江区杜阮镇
江门市,台山市,斗山镇,22.066482,112.843828,台山市斗山镇
珠海市,斗门区,斗门镇,22.237848,113.201758,斗门区斗门镇
肇庆市,封开县,都平镇,23.652211,111.704457,封开县都平镇
江门市,台山市,都斛镇,22.066302,112.949517,台山市都斛镇
广州市,南沙区,东涌镇,22.88963,113.461595,南沙区东涌镇
深圳市　,罗湖区,东晓街道,22.586215,114.127689,罗湖区东晓街道
中山市,,东升镇,22.628979,113.297991,东升镇
广州市,荔湾区,东沙街道,23.061313,113.250844,荔湾区东沙街道
中山市,,东区街道,22.520038,113.404998,东区街道
广州市,黄埔区,东区街,23.121132,113.534513,黄埔区东区街
香港,,东区,26.552106,101.710596,东区
深圳市　,罗湖区,东门街道,22.555969,114.124713,罗湖区东门街道
东莞市,,东坑镇,22.995098,113.954651,东坑镇
广州市,荔湾区,东漖街道,23.087514,113.235937,荔湾区东漖街道
广州市,番禺区,东环街道,22.973901,113.370214,番禺区东环街道
广州市,越秀区,东湖街道,23.12731,113.302196,越秀区东湖街道
深圳市　,罗湖区,东湖街道,22.5871,114.148018,罗湖区东湖街道
中山市,,东凤镇,22.70818,113.263797,东凤镇
东莞市,,东城街道,23.034256,113.789695,东城街道
肇庆市,四会市,东城街道,23.334805,112.726728,四会市东城街道
江门市,恩平市,东成镇,22.250549,112.391295,恩平市东成镇
惠州市,龙门县,地派镇,23.845944,114.083313,龙门县地派镇
肇庆市,四会市,地豆镇,23.569923,112.724066,四会市地豆镇
广州市,越秀区,登峰街道,23.147881,113.282722,越秀区登峰街道
肇庆市,德庆县,德城街道,23.144577,111.78056,德庆县德城街道
东莞市,,道滘镇,23.010254,113.68172,道滘镇
惠州市,惠阳区,淡水街道,22.7981,114.470196,惠阳区淡水街道
珠海市,香洲区,担杆镇,22.106449,114.037288,香洲区担杆镇
佛山市,南海区,丹灶镇,23.056794,112.926055,南海区丹灶镇
肇庆市,封开县,大洲镇,23.522695,111.560229,封开县大洲镇
江门市,新会区,大泽镇,22.521935,112.939121,新会区大泽镇
肇庆市,封开县,大玉口镇,23.690898,111.743104,封开县大玉口镇
中山市,,大涌镇,22.471243,113.307187,大涌镇
肇庆市,高要区,大湾镇,23.051931,112.411621,高要区大湾镇
江门市,恩平市,大田镇,22.27034,112.23762,恩平市大田镇
佛山市,三水区,大塘镇,23.432121,112.915619,三水区大塘镇
广州市,越秀区,大塘街道,23.135641,113.287397,越秀区大塘街道
澳门,,大堂区,22.192801,113.561167,大堂区
广州市,番禺区,大石街道,23.02354,113.327581,番禺区大石街道
江门市,开平市,大沙镇,22.518676,112.362105,开平市大沙镇
肇庆市,四会市,大沙镇,23.252368,112.776084,四会市大沙镇
广州市,黄埔区,大沙街道,23.112352,113.459764,黄埔区大沙街道
香港,,大埔区,22.458777,114.179041,大埔区
深圳市　,大鹏新区,大鹏街道,22.601237,114.485831,大鹏新区大鹏街道
广州市,番禺区,大龙镇,22.961188,113.441082,番禺区大龙镇
惠州市,惠东县,大岭镇,23.003528,114.716684,惠东县大岭镇
东莞市,,大岭山镇,22.906062,113.849051,大岭山镇
佛山市,顺德区,大良街道,22.847082,113.259652,顺德区大良街道
佛山市,南海区,大沥镇,23.114405,113.116816,南海区大沥镇
深圳市　,龙华新区,大浪街道,22.698884,114.047887,龙华新区大浪街道
东莞市,,大朗镇,22.945658,113.950584,大朗镇
江门市,台山市,大江镇,22.387981,112.807247,台山市大江镇
江门市,恩平市,大槐镇,22.082597,112.237188,恩平市大槐镇
广州市,南沙区,大岗镇,22.809293,113.412588,南沙区大岗镇
肇庆市,怀集县,大岗镇,23.893713,112.051936,怀集县大岗镇
广州市,越秀区,大东街道,23.128247,113.293691,越秀区大东街道
江门市,新会区,大鰲镇,22.485887,113.218118,新会区大鰲镇
深圳市　,罗湖区,翠竹街道,22.576499,114.13642,罗湖区翠竹街道
珠海市,香洲区,翠香街道,22.278599,113.562137,香洲区翠香街道
江门市,台山市,川岛镇,21.854436,112.698829,台山市川岛镇
江门市,台山市,冲蒌镇,22.128543,112.820567,台山市冲蒌镇
广州市,荔湾区,冲口街道,23.087777,113.25009,荔湾区冲口街道
江门市,台山市,赤溪镇,21.981441,112.90629,台山市赤溪镇
江门市,开平市,赤水镇,22.144962,112.595266,开平市赤水镇
广州市,花都区,赤坭镇,23.394705,113.083736,花都区赤坭镇
肇庆市,广宁县,赤坑镇,23.873093,112.488898,广宁县赤坑镇
江门市,开平市,赤坎镇,22.327616,112.596432,开平市赤坎镇
广州市,海珠区,赤岗街道,23.105016,113.314484,海珠区赤岗街道
肇庆市,四会市,城中街道,23.367034,112.690054,四会市城中街道
肇庆市,端州区,城西街道,23.061474,112.489236,端州区城西街道
广州市,从化区,城郊街道,23.561779,113.590248,从化区城郊街道
肇庆市,端州区,城东街道,23.057028,112.491187,端州区城东街道
惠州市,惠城区,陈江街道,23.014292,114.325029,惠城区陈江街道
佛山市,顺德区,陈村镇,22.960296,113.241441,顺德区陈村镇
广州市,天河区,车陂街道,23.119959,113.406447,天河区车陂街道
江门市,蓬江区,潮连街道,22.629316,113.128436,蓬江区潮连街道
东莞市,,常平镇,22.981052,113.999511,常平镇
广州市,荔湾区,昌华街道,23.121266,113.242313,荔湾区昌华街道
广州市,海珠区,昌岗街道,23.096971,113.289563,海珠区昌岗街道
东莞市,,茶山镇,23.08251,113.875579,茶山镇
广州市,荔湾区,茶滘街道,23.092693,113.233428,荔湾区茶滘街道
江门市,开平市,苍城镇,22.481163,112.563604,开平市苍城镇
广州市,荔湾区,彩虹街道,23.134774,113.244362,荔湾区彩虹街道
深圳市　,龙岗区,布吉街道,22.610133,114.119392,龙岗区布吉街道
肇庆市,德庆县,播植镇,23.284222,112.171241,德庆县播植镇
广州市,海珠区,滨江街道,23.113678,113.289584,海珠区滨江街道
肇庆市,广宁县,宾亨镇,23.481104,112.438263,广宁县宾亨镇
深圳市　,坪山新区,碧岭街道,22.675015,114.316602,坪山新区碧岭街道
肇庆市,广宁县,北市镇,23.843567,112.586461,广宁县北市镇
香港,,北区,22.502376,114.145663,北区
广州市,越秀区,北京街道,23.128425,113.273272,越秀区北京街道
佛山市,顺德区,北滘镇,22.934039,113.213623,顺德区北滘镇
江门市,台山市,北陡镇,21.879191,112.410689,台山市北陡镇
深圳市　,龙岗区,宝龙街道,22.694685,114.321824,龙岗区宝龙街道
惠州市,惠东县,宝口镇,23.22396,115.20507,惠东县宝口镇
中山市,,板芙镇,22.422652,113.328872,板芙镇
深圳市　,龙岗区,坂田街道,22.657201,114.07376,龙岗区坂田街道
惠州市,博罗县,柏塘镇,23.401285,114.375097,博罗县柏塘镇
江门市,开平市,百合镇,22.317705,112.553921,开平市百合镇
肇庆市,高要区,白诸镇,22.952047,112.362626,高要区白诸镇
广州市,越秀区,白云街道,23.125118,113.290616,越秀区白云街道
广州市,白云区,白云湖街,23.24376,113.25936,白云区白云湖街
肇庆市,高要区,白土镇,22.991997,112.605932,高要区白土镇
珠海市,斗门区,白藤街道,22.187687,113.336606,斗门区白藤街道
江门市,台山市,白沙镇,22.251962,112.606354,台山市白沙镇
江门市,蓬江区,白沙街道,22.577146,113.083768,蓬江区白沙街道
惠州市,惠东县,白盆珠镇,23.073614,115.034291,惠东县白盆珠镇
佛山市,三水区,白坭镇,23.069588,112.843177,三水区白坭镇
珠海市,斗门区,白蕉镇,22.261033,113.344251,斗门区白蕉镇
惠州市,惠东县,白花镇,22.946182,114.656981,惠东县白花镇
广州市,荔湾区,白鹤洞街道,23.085216,113.253329,荔湾区白鹤洞街道
肇庆市,封开县,白垢镇,23.525582,111.636452,封开县白垢镇
惠州市,惠阳区,澳头街道,22.735863,114.540513,惠阳区澳头街道
肇庆市,怀集县,坳仔镇,23.797399,112.305468,怀集县坳仔镇
广州市,从化区,鳌头镇,23.623346,113.434854,从化区鳌头镇
惠州市,惠东县,安墩镇,23.19649,115.009433,惠东县安墩镇
